DATE,OPEN,HIGH,LOW,CLOSE,NUM_TRADES,VOLUME,WAPRICE
2020-12-15,106.6,106.62,106.39,106.48,167,4002.0,106.49
2020-12-16,106.86,106.96,106.44,106.96,149,2104.0,106.68
2020-12-17,106.96,107.2,106.48,106.85,94,2459.0,106.73
2020-12-18,106.87,107.6,106.5,107.2,126,5772.0,107.15
2020-12-21,107.59,107.59,106.6,106.9,132,9002.0,106.89
2020-12-22,106.65,107.59,106.65,107.36,111,1864.0,107.39
2020-12-23,107.3,107.59,106.8,106.99,101,2363.0,107.22
2020-12-24,106.71,107.46,106.61,107.0,84,1331.0,106.91
2020-12-25,107.39,107.47,106.9,106.9,85,2786.0,107.05
2020-12-28,106.61,107.3,106.61,106.8,139,8057.0,106.98
2020-12-29,107.0,107.0,106.62,106.99,133,4281.0,106.92
2020-12-30,107.07,107.27,106.66,106.95,179,10232.0,106.98
